제목1,제목2,유사도 측정(0~1)
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","시중은행, 디지털 시대 맞아 미래 먹거리 발굴 '올인'",0.09615384615384615
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","[글로벌-Biz 24] 삼성전자, 호찌민에 새로 개관한 삼성 쇼케이스 체험관",0.04761904761904767
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","대원미디어, '짱구X스파오' 화장품 콜라보레이션 6월 출시 예정",0.12280701754385959
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",’반도체 쏠림‘에 발목 잡힌 삼성전자…1분기 영업익 전년比 60% 감소,0.08196721311475408
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","LG유플러스,유플런서 등과  갤럭시 S10 5G 개통 전야제",0.20408163265306123
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",[TF사진관] '김학의 동영상-삼성전사 소송 수임' 치고 받는 박영선-황교안,0.06349206349206349
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","삼성전자, 네덜란드에 ‘익스피리언스 스토어’ 첫 오픈…글로벌 마케팅 강화",0.046875
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","롯데하이마트, 30일까지 '미세먼지 철벽방어' 판촉행사",0.11111111111111116
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","SKT· KT 1호 일반 고객…""5G 서비스 기대""(종합)",0.3111111111111111
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",[5G 시대]⑬뜻밖의 '무제한' 요금제 전쟁...인가제는 유물,0.13207547169811318
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",이통3사 5G 서비스 개시…어떤 종목 담을까?,0.12
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","[공시]광명전기, 59억 규모 공급 계약",0.10416666666666663
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",30대 대기업 일반직원 평균연봉 9천800만원,0.10416666666666663
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","평택시, 다양한 도시농업 추진과 농기계임대사업장 확대 운영",0.09433962264150941
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","[분석] 삼성전자, 예고된 '어닝쇼크'에 증시는 무덤덤",0.07272727272727275
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",바닥 확인했나…삼성전자 주가 장중 한때 상승,0.05769230769230771
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","[히든히어로즈(41)] ""컨설팅 후 묻히는 프로젝트, 직접 살리고 싶었죠""",0.08196721311475408
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","외국인, 韓 주식 쓸어담는다",0.04347826086956519
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","이통 3사, 모든 고객 5G 개통 시작…너도나도 개통 축제",0.12
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","뚜껑 연 삼성전자 1분기 성적표, 증권사 “바닥찍었다”",0.07272727272727275
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","실적 반토막난 삼성전자, 가전은 선방",0.04081632653061229
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","삼성전자, 1분기 어닝쇼크에도 보합세 지속",0.14583333333333337
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","삼성전자 어닝쇼크, 2분기에도 개선 힘들 듯",0.07843137254901955
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","삼성전자, '반도체 쏠림의 역설'..2분기새 이익 11兆 증발",0.10909090909090913
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","광명전기, 삼성전자와 59억 규모 공급 계약",0.07999999999999996
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","광명전기, 삼성전자와 59억 규모 수배전반 공급 계약",0.07547169811320753
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",삼성 1Q 반도체 엎친데 디스플레이 덮쳐…3Q 수요회복 기대,0.07017543859649122
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","[부자들은 경제신문을 읽는다] 삼성전자, 외국인 방향 중요…전고점 돌파시 매수 유효",0.109375
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","광명전기, 삼성전자와 59억 규모 수배전반 공급계약",0.07547169811320753
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","광명전기, 삼성전자와 59억원 공급 계약",0.10416666666666663
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","이통3사, 일반 고객 대상 갤럭시 S10 5G 개통 시작...청하 VS 김연아 VS 이제훈",0.19999999999999996
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)",‘5G 서비스’보다 ‘단말기 성능’ 홍보하는 삼성전자…5G 스마트폰 개통 첫날 이모저모,0.1166666666666667
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","광명전기, 삼성전자와 59억원 규모 공급 계약",0.09999999999999998
"5G폰 출시일부터 '경쟁 과열'…SKT, 갤S10 5G 지원금 기습상향(종합2보)","어도비, 실시간 고객 경험 관리 플랫폼 출시",0.10416666666666663
