제목1,제목2,유사도 측정(0~1)
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[종합] 정준영·로이킴·에디킴, ‘슈퍼스타K’→유포★ ‘단톡방 파국’",0.0980392156862745
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,그린플러그드 측 “에디킴 사안 심각성 느껴…참여 취소 결정” [공식입장 전문],0.1568627450980392
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"그린플러그드 측 ""에디킴 출연 취소, 사안 심각성 느껴 결정""",0.06382978723404253
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"윤두준 ""모범적 군 복무로 상병 3개월 조기진급""",0.022222222222222254
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"승리, 카톡멤버 정준영·최종훈에 ""폰 바꿔"" 지시 정황",0.06666666666666665
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"‘버닝썬’ 사태 방지 대중문화예술계의 대책, 대응방안",0.06818181818181812
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"단톡방에 음란물 올린 에디킴, 결국 ‘그린 플러그드’ 출연 취소",0.020408163265306145
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[SC초점] '정준영 지뢰' 밟은 로이킴→에디킴, '슈스케 엄친아'의 추락",0.12
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴, 음란물 유포 혐의 인정→인스타그램 비공개 전환",0.11363636363636365
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"로이킴, 음란물 유포혐의 입건…해외 매체들도 관심",0.04347826086956519
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,[빅데이톡] 빅데이터로 본 5월 키워드 '노동자’',0.125
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,로이킴 이어 에디킴도…‘정준영 단톡방’으로 몰락한 ‘슈퍼스타K’ 절친들,0.07999999999999996
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴 까지 5번째 스타 입건, '승리논란' 어디까지 갈까[SS이슈],",0.08510638297872342
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"김하연 기자 - [이슈종합] 에디킴, ‘정준영 단톡방’ 멤버 인정 → 과거 블랙핑크 언급도 재조명… ‘슈퍼스타K의 몰락’",0.10447761194029848
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"'걸캅스' 디지털 성범죄 응징할 라미란-이성경, '핵사이다' 쾌감 안길까",0.05882352941176472
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[쿠키영상] 에디킴, '정준영 단톡방' 음란물 유포 입건 ""버닝썬 묻히고 몰카만 남아""",0.10909090909090913
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[쿠키영상] '인생술집' 블락비 유권, 8년째 열애 中 전선혜 누구?…""선예 결혼 발표에 공개 결심“",0.15517241379310343
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"'정준영 단톡방' 참여 의혹→부인...신기현, 때아닌 불똥으로 ""난감""",0.12244897959183676
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"버닝썬, 보안요원으로 미성년자 고용",0.024390243902439046
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,[DA:이슈] 윤종신 제작 ‘페르소나’ 오늘 공개→똥물 제대로 끼얹은 에디킴,0.07272727272727275
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[종합] ""걸크러시 콤비가 온다""…라미란·이성경 '걸캅스'",0.15909090909090906
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"NCT127, 세계적 레이블 CMG 손 잡았다…글로벌 진출",0.04081632653061229
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"권미성 기자 - 에디킴 집안, 재벌설? “부모님 건설업 했지만 재벌은 아냐” 과거 발언 재조명",0.03389830508474578
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,“하루 빨리 해결되길” 신기현 몰카 의혹 해명에 누리꾼 응원,0.04255319148936165
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴 ""정준영 단톡방 멤버는 사실…촬영·유포 안 했다""",0.13953488372093026
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"배우 신기현 ""''불법 영상 단톡방'의 영화배우 신씨, 나 아니다""",0.11627906976744184
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"배우 신기현 ""영화배우 신씨 나 아냐…소속사도 없다""",0.15384615384615385
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"히트메이커→FC앙투라지, 신기현 ""승리 정준영? 같이 프로그램 촬영했을 뿐""",0.07407407407407407
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"신기현 ""영화배우 신씨 나 아냐""…불법영상 유포 의혹 부인",0.1428571428571428
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"""에디킴, 여자에 환장"" 정준영 과거 발언 회자",0.10256410256410253
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴, 사진유포 맞지만 불법영상물 아냐",0.07317073170731703
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"“승리, 정준영이랑 왜 친했어요?” 새 단톡방 보도에 불똥 튄 연예인",0.07843137254901955
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"김현서 기자 - [이슈종합] 신기현, “‘불법영상 단톡방’ 배우 신씨 나 아냐”…승리-정준영 친분 관계 해명까지",0.14754098360655732
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"권미성 기자 - 로이킴 아버지 김홍택 교수, 과거 소름돋는 경고 “정준영과 친하게 지내지마라” 결국은…",0.06349206349206349
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"""에디킴은 여자에 환장한 놈""",0.05714285714285716
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"정준영, 승무원 신체 사진 강인·정진운·이철우 단톡방에 유포…‘웃기다’ 성희롱 발언",0.12962962962962965
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"“에디킴, 여자에 환장한 놈” 정준영 과거 발언 뒤늦게 화제",0.08695652173913038
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[DA:이슈] 에디킴, 사진 유포→정준영 “여자에 환장”→기막힌 유유상종",0.1428571428571428
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[종합] “저 아니에요”…신기현, #몰카 단톡방#승리·정준영 의혹해명",0.13725490196078427
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"'신 씨' 해명한 신기현, 승리 SNS 팔로우 해명…""친한 친구 손절할 수 있나"" [종합]",0.1428571428571428
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴 측 ""정준영 단독방 멤버 인정…불법 영상 촬영·유포 안해""",0.11111111111111116
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,[Y이슈] 로이킴·에디킴→배우 신씨·한씨...불법 동영상 파문 확대(종합),0.07692307692307687
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴 측 ""경찰 조사 사실…불법 영상 촬영 및 유포 없었다""",0.11627906976744184
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[SC이슈]""여자에 환장""…정준영→로이킴→에디킴, '슈스케' 절친들의 농담 속 진실",0.17999999999999994
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴, ""'정준영 단톡방'에 선정적 사진 1장만 올려...촬영·유포는 안해""",0.12244897959183676
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"신기현 “정준영 로이킴 최종훈과 연탄봉사 사진, 승리 권유에 찍은 것”",0.09999999999999998
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"이팔성, 이명박 항소심 증인으로 오늘 법정에 선다",0.06976744186046513
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴, '정준영 단톡방'에 올린 음란물 해명…""온라인 떠도는 선정적 사진""",0.16666666666666663
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"""MB에 증오감 솟는다"" 비망록 쓴 이팔성, 오늘 첫 법정 증언",0.06521739130434778
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"승리 ""예전 카톡 있어? 휴대전화 교체해""…증거인멸 지시 조사",0.10869565217391308
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[SC초점] ""불법촬영-유포 NO, 사진 1장만""…에디킴, 본질 벗어난 해명",0.13461538461538458
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"정준영 ""에디킴, 여자에 환장한 놈이다"" 과거 발언…걸그룹 있단 말에 한달음",0.09999999999999998
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"정준영 과거 에디킴에 여자에 환장한 놈, 왜?",0.10256410256410253
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,'정준영 단톡방' 에디킴도 입건…'슈퍼스타K' 친구들의 추락,0.10869565217391308
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"승리, 정준영 등에 증거인멸 교사 혐의 조사받아…""휴대폰 교체해라""",0.12765957446808507
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"불법 동영상 공유 단톡방 또 나왔다...""영화배우·모델 연루""",0.06382978723404253
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"이수근 ""골프는 같이 쳤지만 금전거래 없었다""",0.04761904761904767
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"""깊이 반성""… 에디킴도 정준영 단톡방 멤버",0.09999999999999998
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"승리, 단톡방 알려지자 “카톡 남아 있냐” 휴대전화 교체 요구",0.04081632653061229
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,정준영 단톡방보다 사이즈 크다? 영화계도 몰카 쇼크[이슈와치],0.16279069767441867
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"‘정준영→로이킴→에디킴’ 슈퍼스타K4 출신 절친들, 자초한 동반추락[스타와치]",0.11111111111111116
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"아버지가 무슨 잘못, “휴강이 맞는데 아무리 생각해도…”",0.04255319148936165
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[SC이슈] ""제2의 몰카 카톡""…SBS, 배우X모델 불법 촬영 유포 단톡방 폭로",0.09615384615384615
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"'8뉴스', 제2의 '정준영 대화방' 등장…""영화배우 신씨·한씨 포함""",0.13043478260869568
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,신기현 해명 “난 ‘영화배우 신씨’ 아냐”,0.07499999999999996
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"로이킴 이어 에디킴도 정준영 단톡방에…""이럴수가!""",0.09756097560975607
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"신기현 ""단톡방 영화배우 신 씨 절대 아냐…승리는 친구""",0.09090909090909094
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"가수 승리, 증거인멸 지시 정황 있나…최종훈에 ""휴대전화기 교체하라""",0.12
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,에디킴도 단톡방에 음란물 유포…“선정적 사진 올려”,0.09090909090909094
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,에디킴 음란물 유포 혐의 입건…단톡방에 선정적 사진 올려,0.0888888888888889
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"승리, 단톡방 알려지자 정준영·최종훈 등에 “휴대젼화 교체하라” 지시",0.05660377358490565
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,로이킴→에디킴 '정준영 단톡방' 멤버…감성 발라더의 소름돋는 두 얼굴 [엑's 이슈],0.13207547169811318
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,불법 촬영물 100개 넘어…배우 신 씨-한 씨 포함 '제2의 정준영 단톡방',0.10204081632653061
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"신기현, 성관계 영상 공유 영화배우 신씨? ""나 아냐""",0.09523809523809523
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"""카톡 남아있어? 휴대폰 바꿔""…승리, 증거인멸 7차 경찰조사",0.08163265306122447
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,불법촬영물 100개 넘어…배우 신씨-한씨 포함 '제2의 정준영 단톡방',0.10204081632653061
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"제2의 정준영 단톡방?…영화배우·모델·클럽 MD, 불법촬영물 유포 정황 포착",0.07692307692307687
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"에디킴, 정준영 단톡방서 음란물 유포…""심각성 깨닫고 반성""",0.10869565217391308
[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,"[종합] 에디킴, '정준영 단톡방' 제7의 멤버…""선정적 사진 유포 반성""",0.16666666666666663
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",[정치현장] 운영위 나온 노영민 비서실장…'인사 책임' 설전,0.12068965517241381
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","에디킴, 음란물 유포 여파…'그린플러그드' 출연 취소",0.3125
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","그린플러그드 측 “에디킴 출연 취소, 사안 심각해”",0.16981132075471694
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","이팔성 ""MB에 도움 기대하고 지원…금융기관장 얘기했다""",0.06666666666666665
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[YG 쇼크]⑤ 떨고 있는 연예기획사들, 안전지대는 없다",0.10169491525423724
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[공식] 에디킴, 결국 그린플러그드 출연 취소 ""사안 심각성 느껴""",0.2142857142857143
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","에디킴, 공연계에서도 퇴출…그린플러그드 ""출연 취소결정""",0.26
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","이팔성 ""MB 대선자금에 쓰였으면 해 돈 줘"" 법정증언",0.050000000000000044
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","""그린플러그드 출연 취소·SNS 비공개""…에디킴, 감성 뮤지션의 몰락 [종합]",0.29824561403508776
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","유민상-EXID 하니, '짠내투어' 특별게스트…이스탄불 여행",0.0625
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","‘육군 복무’ 윤두준, 상병됐다…“모범적 군 생활로 3개월 조기진급”",0.109375
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","그린플러그드 측 “사안 심각성 느껴, 에디킴 출연 취소”(공식입장)",0.16666666666666663
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","하이라이트 윤두준, 상병 조기진급 ""모범적 군생활 인정""",0.06666666666666665
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",'모범 군인' 윤두준 “상병 3개월 조기진급”,0.03448275862068961
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","국다원 기자 - ‘조쉬♥’ 국가비, 러블리한 분위기 자아내…‘박민영 닮은꼴’",0.09375
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",[DA:이슈] 에디킴 출연취소+로이킴 퇴출 성명서…오늘의 정준영 단톡방 (종합),0.41509433962264153
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","그린플러그드 서울 ""에디킴 출연 취소…사안 심각성 느껴"" [공식입장]",0.2068965517241379
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","권미성 기자 - 배우 구원, 과거 트위터에 빅뱅 승리-부모님과 함께 찍은 다정한 셀카…다시금 재조명",0.06666666666666665
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","그린플러그드 측 ""에디킴, 출연 취소 결정…사안 심각성 느꼈다"" [공식입장]",0.23728813559322037
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","에디킴 출연취소, 논란에 '결국'",0.2272727272727273
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[종합] 정준영·로이킴·에디킴, ‘슈퍼스타K’→유포★ ‘단톡방 파국’",0.392156862745098
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",그린플러그드 측 “에디킴 사안 심각성 느껴…참여 취소 결정” [공식입장 전문],0.17460317460317465
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","그린플러그드 측 ""에디킴 출연 취소, 사안 심각성 느껴 결정""",0.18181818181818188
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","윤두준 ""모범적 군 복무로 상병 3개월 조기진급""",0.051724137931034475
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","승리, 카톡멤버 정준영·최종훈에 ""폰 바꿔"" 지시 정황",0.21153846153846156
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","‘버닝썬’ 사태 방지 대중문화예술계의 대책, 대응방안",0.14814814814814814
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","단톡방에 음란물 올린 에디킴, 결국 ‘그린 플러그드’ 출연 취소",0.35416666666666674
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[SC초점] '정준영 지뢰' 밟은 로이킴→에디킴, '슈스케 엄친아'의 추락",0.24561403508771928
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","에디킴, 음란물 유포 혐의 인정→인스타그램 비공개 전환",0.28
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","로이킴, 음란물 유포혐의 입건…해외 매체들도 관심",0.23529411764705888
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",[빅데이톡] 빅데이터로 본 5월 키워드 '노동자’',0.11111111111111116
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",로이킴 이어 에디킴도…‘정준영 단톡방’으로 몰락한 ‘슈퍼스타K’ 절친들,0.2545454545454545
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","에디킴 까지 5번째 스타 입건, '승리논란' 어디까지 갈까[SS이슈],",0.1785714285714286
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","김하연 기자 - [이슈종합] 에디킴, ‘정준영 단톡방’ 멤버 인정 → 과거 블랙핑크 언급도 재조명… ‘슈퍼스타K의 몰락’",0.32835820895522394
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","'걸캅스' 디지털 성범죄 응징할 라미란-이성경, '핵사이다' 쾌감 안길까",0.09523809523809523
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[쿠키영상] 에디킴, '정준영 단톡방' 음란물 유포 입건 ""버닝썬 묻히고 몰카만 남아""",0.33333333333333326
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[쿠키영상] '인생술집' 블락비 유권, 8년째 열애 中 전선혜 누구?…""선예 결혼 발표에 공개 결심“",0.12328767123287676
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","'정준영 단톡방' 참여 의혹→부인...신기현, 때아닌 불똥으로 ""난감""",0.16666666666666663
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","버닝썬, 보안요원으로 미성년자 고용",0.07547169811320753
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",[DA:이슈] 윤종신 제작 ‘페르소나’ 오늘 공개→똥물 제대로 끼얹은 에디킴,0.2333333333333334
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","[종합] ""걸크러시 콤비가 온다""…라미란·이성경 '걸캅스'",0.11864406779661019
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","NCT127, 세계적 레이블 CMG 손 잡았다…글로벌 진출",0.08196721311475408
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","권미성 기자 - 에디킴 집안, 재벌설? “부모님 건설업 했지만 재벌은 아냐” 과거 발언 재조명",0.08571428571428574
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나",“하루 빨리 해결되길” 신기현 몰카 의혹 해명에 누리꾼 응원,0.049180327868852514
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","에디킴 ""정준영 단톡방 멤버는 사실…촬영·유포 안 했다""",0.30612244897959184
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","배우 신기현 ""''불법 영상 단톡방'의 영화배우 신씨, 나 아니다""",0.1454545454545455
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","배우 신기현 ""영화배우 신씨 나 아냐…소속사도 없다""",0.09090909090909094
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","히트메이커→FC앙투라지, 신기현 ""승리 정준영? 같이 프로그램 촬영했을 뿐""",0.10606060606060608
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","신기현 ""영화배우 신씨 나 아냐""…불법영상 유포 의혹 부인",0.125
"[종합] ‘정준영 단톡방 멤버’ 에디킴, 음란물 유포 혐의로 공연 취소까지…퇴출 수순 밟나","""에디킴, 여자에 환장"" 정준영 과거 발언 회자",0.16000000000000003
